id,bodypart,equipment,gifUrl,name,target
0433,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0433.gif',dumbbell straight arm pullover,pectorals
0434,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0434.gif',dumbbell straight leg deadlift,glutes
2808,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2808.gif',dumbbell sumo pull through,glutes
2803,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2803.gif',dumbbell supported squat,quads
0436,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0436.gif',dumbbell tate press,triceps
1742,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1742.gif',dumbbell tricep kickback with stork stance,triceps
1743,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1743.gif',dumbbell twisting bench press,triceps
0437,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0437.gif',dumbbell upright row,delts
1765,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1765.gif',dumbbell upright row (back pov),delts
0864,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0864.gif',dumbbell upright shoulder external rotation,delts
5201,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/5201.gif',dumbbell waiter biceps curl,biceps
0438,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0438.gif',dumbbell w-press,delts
0439,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0439.gif',dumbbell zottman curl,biceps
2294,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2294.gif',dumbbell zottman preacher curl,biceps
2189,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2189.gif',dumbbells seated triceps extension,triceps
1167,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1167.gif',dynamic chest stretch (male),pectorals
3287,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3287.gif',elbow dips,triceps
1772,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1772.gif',elbow lift - reverse push-up,upper back
0443,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0443.gif',elbow-to-knee,abs
3292,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3292.gif',elevator,upper back
1332,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1332.gif',exercise ball alternating arm ups,lats
1333,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1333.gif',exercise ball back extension with arms extended,spine
1334,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1334.gif',exercise ball back extension with hands behind head,spine
1335,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1335.gif',exercise ball back extension with knees off ground,spine
1336,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1336.gif',exercise ball back extension with rotation,spine
1744,upper arms,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1744.gif',exercise ball dip,triceps
1559,upper legs,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1559.gif',exercise ball hip flexor stretch,glutes
1338,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1338.gif',exercise ball hug,spine
1339,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1339.gif',exercise ball lat stretch,lats
1341,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1341.gif',exercise ball lower back stretch (pyramid),lats
1342,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1342.gif',exercise ball lying side lat stretch,lats
1382,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1382.gif',exercise ball on the wall calf raise,calves
3241,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3241.gif',exercise ball on the wall calf raise (tennis ball between ankles),calves
3240,lower legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3240.gif',exercise ball on the wall calf raise (tennis ball between knees),calves
1416,upper legs,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1416.gif',exercise ball one leg prone lower body rotation,glutes
1417,upper legs,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1417.gif',exercise ball one legged diagonal kick hamstring curl,glutes
1296,chest,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1296.gif',exercise ball pike push up,pectorals
1343,back,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1343.gif',exercise ball prone leg raise,spine
1560,upper legs,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1560.gif',exercise ball seated hamstring stretch,hamstrings
1745,upper arms,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1745.gif',exercise ball seated triceps stretch,triceps
1746,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1746.gif',exercise ball supine triceps extension,triceps
1747,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1747.gif',ez bar french press on exercise ball,triceps
3010,back,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/3010.gif',ez bar lying bent arms pullover,lats
1748,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1748.gif',ez bar lying close grip triceps extension behind head,triceps
1344,back,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1344.gif',ez bar reverse grip bent over row,upper back
1682,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1682.gif',ez bar seated close grip concentration curl,biceps
1749,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1749.gif',ez bar standing french press,triceps
0445,shoulders,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0445.gif',ez barbell anti gravity press,delts
1627,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1627.gif',ez barbell close grip preacher curl,biceps
0446,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0446.gif',ez barbell close-grip curl,biceps
0447,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0447.gif',ez barbell curl,biceps
0448,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0448.gif',ez barbell decline close grip face press,triceps
2186,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/2186.gif',ez barbell decline triceps extension,triceps
0449,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0449.gif',ez barbell incline triceps extension,triceps
0450,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0450.gif',ez barbell jm bench press,triceps
0451,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0451.gif',ez barbell reverse grip curl,biceps
0452,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0452.gif',ez barbell reverse grip preacher curl,biceps
1458,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1458.gif',ez barbell seated curls,biceps
0453,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0453.gif',ez barbell seated triceps extension,triceps
0454,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/0454.gif',ez barbell spider curl,biceps
1628,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/1628.gif',ez barbell spider curl,biceps
2404,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/2404.gif',ez-bar biceps curl (with arm blaster),biceps
2432,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/2432.gif',ez-bar close-grip bench press,triceps
2741,upper arms,ez barbell,'http://d205bpvrqc9yn1.cloudfront.net/2741.gif',ez-barbell standing wide grip biceps curl,biceps
2133,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2133.gif',farmers walk,quads
0455,lower arms,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0455.gif',finger curls,forearms
3303,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3303.gif',flag,abs
0456,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0456.gif',flexion leg sit up (bent knee),abs
0457,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0457.gif',flexion leg sit up (straight arm),abs
0458,chest,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0458.gif',floor fly (with barbell),pectorals
0459,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0459.gif',flutter kicks,glutes
1472,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1472.gif',forward jump,quads
3470,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3470.gif',forward lunge (male),glutes
3194,upper legs,barbell,'http://d205bpvrqc9yn1.cloudfront.net/3194.gif',frankenstein squat,glutes
2429,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2429.gif',frog crunch,abs
3301,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3301.gif',frog planche,abs
3296,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3296.gif',front lever,abs
3295,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3295.gif',front lever reps,upper back
0464,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0464.gif',front plank with twist,abs
3315,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3315.gif',full maltese,abs
3299,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3299.gif',full planche,abs
3327,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3327.gif',full planche push-up,pectorals
0466,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0466.gif',gironda sternum chin,lats
3561,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3561.gif',glute bridge march,glutes
3523,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3523.gif',glute bridge two legs on bench (male),glutes
3193,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3193.gif',glute-ham raise,hamstrings
0467,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0467.gif',gorilla chin,abs
0469,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0469.gif',groin crunch,abs
1383,lower legs,sled machine,'http://d205bpvrqc9yn1.cloudfront.net/1383.gif',hack calf raise,calves
1384,lower legs,sled machine,'http://d205bpvrqc9yn1.cloudfront.net/1384.gif',hack one leg calf raise,calves
3221,cardio,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3221.gif',half knee bends (male),cardiovascular system
3202,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3202.gif',half sit-up (male),abs
1511,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1511.gif',hamstring stretch,hamstrings
2139,chest,upper body ergometer,'http://d205bpvrqc9yn1.cloudfront.net/2139.gif',hands bike,pectorals
3218,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3218.gif',hands clasped circular toe touch (male),glutes
3215,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3215.gif',hands reversed clasped circular toe touch (male),glutes
3302,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3302.gif',handstand,triceps
0471,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0471.gif',handstand push-up,triceps
1764,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1764.gif',hanging leg hip raise,abs
0472,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0472.gif',hanging leg raise,abs
1761,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1761.gif',hanging oblique knee raise,abs
0473,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0473.gif',hanging pike,abs
0474,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0474.gif',hanging straight leg hip raise,abs
0475,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0475.gif',hanging straight leg raise,abs
0476,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0476.gif',hanging straight twisting leg hip raise,abs
3636,cardio,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3636.gif',high knee against wall,cardiovascular system
0484,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0484.gif',hip raise (bent knee),abs
1418,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1418.gif',hug keens to chest,glutes
3234,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3234.gif',hyght dumbbell fly,pectorals
0489,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0489.gif',hyperextension,spine
0488,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0488.gif',hyperextension (on bench),spine
3289,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3289.gif',impossible dips,triceps
1471,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1471.gif',inchworm,abs
3698,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3698.gif',inchworm v. 2,abs
0490,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0490.gif',incline close-grip push-up,triceps
0491,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0491.gif',incline leg hip raise (leg straight),abs
0492,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0492.gif',incline push up depth jump,pectorals
0493,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0493.gif',incline push-up,pectorals
3785,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3785.gif',incline push-up (on box),pectorals
0494,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0494.gif',incline reverse grip push-up,pectorals
3011,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3011.gif',incline scapula push up,serratus anterior
0495,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0495.gif',incline twisting sit-up,abs
1564,upper legs,rope,'http://d205bpvrqc9yn1.cloudfront.net/1564.gif',intermediate hip flexor and quad stretch,quads
0496,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0496.gif',inverse leg curl (bench support),hamstrings
2400,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2400.gif',inverse leg curl (on pull-up cable machine),hamstrings
0499,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0499.gif',inverted row,upper back
2300,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2300.gif',inverted row bent knees,upper back
2298,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2298.gif',inverted row on bench,upper back
0497,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0497.gif',inverted row v. 2,upper back
0498,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0498.gif',inverted row with straps,upper back
1419,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1419.gif',iron cross stretch,glutes
1297,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1297.gif',isometric chest squeeze,pectorals
0500,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0500.gif',isometric wipers,pectorals
0501,cardio,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0501.gif',jack burpee,cardiovascular system
3224,cardio,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3224.gif',jack jump (male),cardiovascular system
0507,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0507.gif',jackknife sit-up,abs
0508,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0508.gif',janda sit-up,abs
2612,cardio,rope,'http://d205bpvrqc9yn1.cloudfront.net/2612.gif',jump rope,cardiovascular system
0514,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0514.gif',jump squat,glutes
0513,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0513.gif',jump squat v. 2,glutes
0517,waist,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0517.gif',kettlebell advanced windmill,abs
0518,lower arms,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0518.gif',kettlebell alternating hang clean,forearms
0520,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0520.gif',kettlebell alternating press,delts
0519,chest,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0519.gif',kettlebell alternating press on floor,pectorals
0521,back,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0521.gif',kettlebell alternating renegade row,upper back
0522,back,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0522.gif',kettlebell alternating row,upper back
0523,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0523.gif',kettlebell arnold press,delts
0524,waist,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0524.gif',kettlebell bent press,abs
0525,upper arms,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0525.gif',kettlebell bottoms up clean from the hang position,biceps
0526,upper arms,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0526.gif',kettlebell double alternating hang clean,biceps
0527,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0527.gif',kettlebell double jerk,delts
0528,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0528.gif',kettlebell double push press,delts
0529,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0529.gif',kettlebell double snatch,delts
0530,waist,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0530.gif',kettlebell double windmill,abs
0531,chest,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0531.gif',kettlebell extended range one arm press on floor,pectorals
0532,waist,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0532.gif',kettlebell figure 8,abs
0533,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0533.gif',kettlebell front squat,glutes
0534,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0534.gif',kettlebell goblet squat,glutes
0535,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0535.gif',kettlebell hang clean,hamstrings
0536,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0536.gif',kettlebell lunge pass through,glutes
0537,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0537.gif',kettlebell one arm clean and jerk,delts
1298,chest,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/1298.gif',kettlebell one arm floor press,pectorals
0538,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0538.gif',kettlebell one arm jerk,delts
0539,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0539.gif',kettlebell one arm military press to the side,delts
0540,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0540.gif',kettlebell one arm push press,delts
0541,back,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0541.gif',kettlebell one arm row,upper back
0542,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0542.gif',kettlebell one arm snatch,delts
0543,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0543.gif',kettlebell pirate supper legs,delts
0544,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0544.gif',kettlebell pistol squat,glutes
0545,chest,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0545.gif',kettlebell plyo push-up,pectorals
0546,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0546.gif',kettlebell seated press,delts
1438,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/1438.gif',kettlebell seated two arm military press,delts
0547,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0547.gif',kettlebell seesaw press,delts
0548,back,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0548.gif',kettlebell sumo high pull,traps
0549,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0549.gif',kettlebell swing,glutes
0550,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0550.gif',kettlebell thruster,delts
0551,upper legs,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0551.gif',kettlebell turkish get up (squat style),glutes
0552,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0552.gif',kettlebell two arm clean,delts
0553,shoulders,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0553.gif',kettlebell two arm military press,delts
1345,back,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/1345.gif',kettlebell two arm row,upper back
0554,waist,kettlebell,'http://d205bpvrqc9yn1.cloudfront.net/0554.gif',kettlebell windmill,abs
0555,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0555.gif',kick out sit,hamstrings
0558,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0558.gif',kipping muscle up,lats
3640,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3640.gif',knee touch crunch,abs
1420,upper legs,barbell,'http://d205bpvrqc9yn1.cloudfront.net/1420.gif',kneeling jump squat,glutes
1346,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1346.gif',kneeling lat stretch,lats
3239,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3239.gif',kneeling plank tap shoulder (male),abs
3211,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3211.gif',kneeling push-up (male),pectorals
3288,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3288.gif',korean dips,pectorals
3418,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3418.gif',l-pull-up,lats
3419,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3419.gif',l-sit on floor,abs
0562,waist,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0562.gif',landmine 180,abs
3237,shoulders,barbell,'http://d205bpvrqc9yn1.cloudfront.net/3237.gif',landmine lateral raise,delts
3300,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3300.gif',lean planche,abs
2271,shoulders,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2271.gif',left hook. boxing,delts
0570,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0570.gif',leg pull in flat bench,abs
1576,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1576.gif',leg up hamstring stretch,hamstrings
2287,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2287.gif',lever alternate leg press ,quads
0571,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0571.gif',lever alternating narrow grip seated row ,upper back
0572,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0572.gif',lever assisted chin-up,lats
0573,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0573.gif',lever back extension,spine
0574,back,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0574.gif',lever bent over row ,upper back
3200,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/3200.gif',lever bent-over row with v-bar ,upper back
0575,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0575.gif',lever bicep curl,biceps
2289,lower legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2289.gif',lever calf press ,calves
0577,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0577.gif',lever chest press,pectorals
0576,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0576.gif',lever chest press ,pectorals
1455,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1455.gif',lever chest press v. 2,pectorals
0578,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0578.gif',lever deadlift ,glutes
1300,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1300.gif',lever decline chest press,pectorals
1253,lower legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1253.gif',lever donkey calf raise,calves
0579,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0579.gif',lever front pulldown,lats
0580,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0580.gif',lever gripless shrug,traps
1439,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1439.gif',lever gripless shrug v. 2,traps
2288,lower arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2288.gif',lever gripper hands ,forearms
1615,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1615.gif',lever hammer grip preacher curl,biceps
0581,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0581.gif',lever high row ,upper back
2286,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2286.gif',lever hip extension v. 2,glutes
2611,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2611.gif',lever horizontal one leg press,glutes
1299,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1299.gif',lever incline chest press,pectorals
1479,chest,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1479.gif',lever incline chest press v. 2,pectorals
0582,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0582.gif',lever kneeling leg curl ,hamstrings
0583,waist,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0583.gif',lever kneeling twist,abs
0584,shoulders,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0584.gif',lever lateral raise,delts
0585,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0585.gif',lever leg extension,quads
0586,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0586.gif',lever lying leg curl,hamstrings
3195,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/3195.gif',lever lying two-one leg curl,hamstrings
0587,shoulders,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0587.gif',lever military press ,delts
0588,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0588.gif',lever narrow grip seated row ,upper back
0589,back,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0589.gif',lever one arm bent over row ,upper back
1356,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1356.gif',lever one arm lateral high row,upper back
1347,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1347.gif',lever one arm lateral wide pulldown ,lats
0590,shoulders,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0590.gif',lever one arm shoulder press ,delts
0591,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0591.gif',lever overhand triceps dip,triceps
0592,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0592.gif',lever preacher curl,biceps
1614,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1614.gif',lever preacher curl v. 2,biceps
2285,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2285.gif',lever pullover ,lats
2736,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2736.gif',lever reverse grip lateral pulldown ,lats
1616,upper arms,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1616.gif',lever reverse grip preacher curl,biceps
1348,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1348.gif',lever reverse grip vertical row,upper back
0593,upper legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0593.gif',lever reverse hyperextension ,glutes
1349,back,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1349.gif',lever reverse t-bar row,upper back
2315,lower legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2315.gif',lever rotary calf,calves
2335,lower legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2335.gif',lever seated calf press,calves
0594,lower legs,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0594.gif',lever seated calf raise ,calves
1452,waist,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/1452.gif',lever seated crunch,abs
0595,waist,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/0595.gif',lever seated crunch (chest pad),abs
3760,waist,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/3760.gif',lever seated crunch v. 2,abs
